YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,WS50M_RANGE,WD50M,PS,WS10M,WS10M_RANGE,WD10M,WS50M
2017,8,11,26.26,14.44,20.34,28.45,5.82,29.58,23.76,10.25,49.25,0.0,3.74,335.75,101.23,7.11,3.77,336.25,8.35
2017,8,12,25.14,14.08,19.61,27.22,6.74,29.03,22.29,10.01,51.75,0.01,2.63,328.0,101.28,6.81,3.54,328.56,8.2
2017,8,13,25.12,14.45,19.79,27.75,10.34,30.58,20.24,10.31,54.44,0.0,4.06,240.12,101.18,4.37,3.25,226.0,5.34
2017,8,14,27.5,16.48,21.99,29.72,12.43,34.38,21.96,11.66,54.0,0.0,5.21,103.88,101.14,4.06,4.48,101.5,5.03
2017,8,15,28.76,17.41,23.09,30.52,12.98,35.93,22.95,12.45,53.94,0.0,3.44,114.94,101.19,4.26,3.55,112.88,5.48
2017,8,16,28.06,16.56,22.31,30.08,12.16,34.62,22.45,12.02,55.38,0.0,2.84,95.19,101.08,3.41,3.27,94.38,4.4
2017,8,17,28.69,16.0,22.35,30.44,12.8,35.89,23.08,11.6,51.88,0.0,4.23,83.44,100.99,2.62,3.99,82.62,3.17
2017,8,18,29.79,15.44,22.62,31.67,13.48,36.9,23.4,11.29,48.12,0.17,6.52,131.94,100.96,2.26,4.7,131.31,2.84
2017,8,19,30.58,15.73,23.15,32.4,15.52,39.01,23.49,11.35,45.5,0.0,5.42,138.31,100.8,2.99,3.89,136.0,3.97
2017,8,20,28.07,16.96,22.51,29.65,9.71,33.8,24.08,12.45,56.25,0.0,5.13,304.44,100.98,6.78,5.03,304.62,8.2
2017,8,21,25.53,16.54,21.04,27.73,7.67,29.75,22.08,11.78,59.25,0.0,3.92,322.81,100.99,6.33,4.78,323.12,7.71
2017,8,22,25.33,17.22,21.27,27.76,9.82,30.87,21.05,12.33,64.56,0.0,2.99,158.56,101.07,3.8,3.67,158.5,4.61
2017,8,23,25.94,17.12,21.53,28.08,10.98,31.8,20.82,12.21,61.81,0.0,2.92,153.06,101.09,3.63,3.44,153.12,4.37
2017,8,24,26.75,17.13,21.94,28.75,12.64,33.34,20.69,12.33,60.75,0.0,4.98,129.31,101.19,3.96,4.43,127.81,5.0
2017,8,25,28.08,17.45,22.76,29.46,13.19,35.09,21.9,12.7,59.5,0.0,3.16,149.81,101.2,5.67,3.16,148.81,7.5
2017,8,26,28.96,13.42,21.19,30.2,14.66,36.23,21.57,9.95,44.56,0.0,3.65,146.31,101.05,4.52,2.25,145.06,6.41
2017,8,27,29.38,11.69,20.53,30.67,14.98,37.16,22.19,8.73,37.19,0.0,3.59,144.06,100.92,3.55,2.6,142.75,5.02
2017,8,28,30.08,11.07,20.57,31.4,13.86,37.66,23.8,8.42,34.12,0.0,4.59,117.94,100.81,2.5,3.67,117.75,3.26
2017,8,29,30.05,14.45,22.25,31.46,13.16,37.9,24.73,10.68,43.19,0.01,4.74,188.5,100.71,2.7,4.14,175.06,3.3
2017,8,30,29.62,17.23,23.43,31.29,12.87,36.86,23.99,12.88,55.12,0.04,6.5,140.62,100.74,2.71,5.06,139.06,3.38
2017,8,31,30.12,17.64,23.88,31.33,14.25,37.58,23.33,13.0,53.81,0.09,5.32,165.38,100.82,5.01,4.74,162.75,6.69
2017,9,1,30.4,18.28,24.34,32.12,11.15,36.33,25.19,13.24,51.56,0.21,6.4,158.06,100.77,3.43,4.15,157.88,4.38
2017,9,2,26.74,17.01,21.88,28.18,7.24,30.23,22.98,12.33,57.5,0.14,4.14,297.81,100.86,7.87,4.76,297.25,9.51
2017,9,3,24.48,14.39,19.44,26.39,7.2,28.57,21.37,10.19,54.56,0.0,7.66,283.81,101.02,6.12,6.49,283.88,7.6
2017,9,4,25.86,15.37,20.62,27.55,10.89,31.65,20.76,10.86,54.5,0.0,7.68,126.56,100.98,3.15,6.48,124.12,3.87
2017,9,5,26.26,17.29,21.77,28.63,9.59,31.91,22.33,12.21,59.5,0.0,4.38,88.56,101.37,2.67,4.08,87.19,3.05
2017,9,6,26.71,16.6,21.65,28.77,10.05,32.5,22.44,11.78,56.56,0.0,3.98,142.81,101.27,1.93,3.73,131.31,2.25
2017,9,7,25.83,17.31,21.57,27.45,9.3,30.98,21.67,12.33,61.69,0.2,3.12,306.12,100.86,2.19,2.26,308.06,2.72
2017,9,8,24.69,16.1,20.4,26.62,7.88,29.07,21.19,11.41,60.5,0.49,3.77,325.69,100.74,4.6,4.4,326.44,5.94
2017,9,9,26.62,13.96,20.29,27.95,16.22,35.33,19.11,10.13,51.56,0.0,5.81,204.19,100.25,3.05,2.76,206.19,4.37
2017,9,10,24.82,15.55,20.19,25.36,11.88,31.07,19.19,11.17,57.81,7.29,8.88,244.62,99.83,8.04,7.79,244.75,10.32
2017,9,11,23.37,14.57,18.97,24.24,8.1,27.89,19.79,10.38,58.94,0.19,8.5,289.12,100.45,9.67,8.83,288.69,12.36
2017,9,12,26.33,13.94,20.13,27.22,15.51,34.87,19.36,10.13,53.25,0.0,6.36,202.56,100.81,2.91,3.93,198.38,4.38
2017,9,13,23.87,15.82,19.84,25.35,7.73,27.96,20.23,11.23,63.06,0.0,5.84,337.0,101.45,5.06,5.12,337.38,6.49
2017,9,14,25.26,15.23,20.25,26.48,15.86,34.85,18.99,10.8,57.62,0.0,4.74,227.94,101.06,2.42,4.11,229.88,3.22
2017,9,15,26.86,15.49,21.18,28.19,17.09,36.48,19.38,11.29,57.44,0.0,9.02,208.94,100.51,2.73,5.12,206.12,3.9
2017,9,16,27.56,15.41,21.49,28.33,16.75,38.59,21.84,11.23,54.25,0.01,10.85,237.12,100.38,3.7,9.35,237.62,4.84
2017,9,17,24.12,15.13,19.62,25.66,8.15,28.18,20.04,10.86,59.56,0.0,5.57,312.38,101.05,5.14,5.41,313.31,6.46
2017,9,18,24.8,12.76,18.78,26.73,10.91,31.05,20.14,9.22,49.38,0.0,5.59,113.75,100.98,2.05,4.35,112.12,2.44
2017,9,19,22.97,14.72,18.84,24.45,5.6,26.21,20.6,10.44,61.25,0.39,5.75,311.81,101.03,6.99,6.51,312.06,8.9
2017,9,20,21.72,12.01,16.87,23.19,6.59,25.13,18.54,8.73,55.31,0.09,4.24,313.25,101.28,7.57,5.82,313.38,9.73
2017,9,21,21.39,11.17,16.28,23.62,10.28,27.19,16.9,8.3,55.5,0.0,4.27,213.0,101.33,3.45,2.63,214.44,4.55
2017,9,22,24.1,14.98,19.54,25.39,13.88,31.73,17.87,10.62,60.75,0.0,4.7,147.5,101.16,5.19,4.56,145.69,6.83
2017,9,23,24.3,16.45,20.37,24.47,9.73,30.06,20.33,11.66,63.5,0.28,3.84,200.31,101.18,4.44,4.16,199.06,6.2
2017,9,24,23.75,16.4,20.08,24.94,8.45,28.69,20.24,11.6,64.56,0.46,6.53,275.94,101.12,4.05,5.65,276.44,5.42
2017,9,25,22.83,16.77,19.8,24.29,8.61,27.82,19.21,11.84,70.88,0.01,6.7,260.31,101.22,4.29,5.02,260.75,5.66
2017,9,26,22.73,15.25,18.99,23.62,10.8,28.5,17.69,10.86,66.75,0.14,3.84,121.38,101.13,2.02,3.84,117.06,2.59
2017,9,27,22.08,15.4,18.74,23.8,7.32,26.21,18.88,10.8,67.31,0.49,3.77,204.94,101.33,3.04,2.85,191.06,3.8
2017,9,28,21.53,15.26,18.4,22.99,8.34,26.37,18.02,10.74,69.62,0.22,2.76,107.81,101.61,4.13,3.5,122.69,5.27
2017,9,29,21.26,14.67,17.97,22.41,7.12,25.48,18.37,10.31,67.75,0.01,2.63,83.31,101.46,3.34,3.1,98.06,4.09
2017,9,30,21.4,14.9,18.15,22.63,9.52,26.86,17.34,10.5,68.94,0.0,5.35,263.12,101.25,3.44,5.17,263.5,4.15
2017,10,1,21.98,12.9,17.44,22.89,10.51,27.26,16.76,9.34,60.69,0.03,3.18,174.31,101.24,1.55,2.04,171.88,2.02
2017,10,2,21.24,14.58,17.9,22.66,6.38,25.01,18.62,10.31,67.25,6.56,1.51,208.12,101.3,1.53,0.93,180.5,2.03
2017,10,3,21.17,16.07,18.62,22.27,7.48,25.51,18.02,11.35,74.12,6.53,3.63,79.62,101.26,2.65,3.44,79.88,3.38
2017,10,4,21.99,18.69,20.34,22.65,5.04,24.83,19.79,13.37,82.31,30.77,3.71,27.56,101.36,5.56,4.14,27.38,7.27
2017,10,5,22.11,17.89,20.0,22.99,6.13,25.37,19.23,12.7,78.19,3.94,3.35,193.94,101.3,5.09,3.54,194.25,6.85
2017,10,6,21.96,16.53,19.24,22.55,7.81,26.47,18.66,11.72,73.31,0.33,5.74,296.88,100.84,8.27,6.23,296.5,10.8
2017,10,7,20.58,12.11,16.34,21.27,8.32,24.77,16.45,8.79,59.5,0.1,10.21,165.88,101.12,7.2,7.75,165.56,9.27
2017,10,8,19.55,9.08,14.32,20.05,9.59,24.76,15.17,7.14,53.19,0.0,1.91,266.56,101.4,1.62,1.14,252.75,2.05
2017,10,9,19.98,13.3,16.64,20.83,10.9,25.97,15.07,9.46,67.75,0.0,1.86,293.94,101.25,3.47,2.1,294.06,4.65
2017,10,10,20.32,14.29,17.3,21.06,9.67,25.87,16.19,10.07,71.0,0.0,3.56,303.81,101.4,3.86,3.54,304.25,5.16
2017,10,11,20.33,14.5,17.41,21.21,10.39,26.1,15.71,10.19,71.75,0.01,4.16,195.75,101.65,2.55,3.66,196.81,3.17
2017,10,12,20.37,14.72,17.55,21.12,9.2,25.61,16.41,10.31,72.62,0.01,4.43,165.94,101.93,1.91,3.59,167.0,2.31
2017,10,13,20.01,14.83,17.42,21.18,10.09,25.95,15.87,10.38,75.5,0.04,2.81,233.81,101.98,2.6,2.34,234.44,3.38
2017,10,14,19.98,14.9,17.44,20.76,7.17,24.62,17.44,10.44,74.62,0.04,4.52,140.31,102.0,2.6,3.83,140.06,3.25
2017,10,15,20.48,13.95,17.22,21.01,8.09,25.44,17.36,9.77,68.12,0.0,5.33,95.06,102.07,2.11,3.06,93.56,2.91
2017,10,16,20.3,12.7,16.51,20.94,12.8,27.44,14.65,9.09,66.38,0.0,3.92,154.88,101.96,3.02,1.73,154.0,4.36
2017,10,17,20.62,12.5,16.56,21.28,13.67,28.06,14.39,9.09,64.5,0.0,4.37,167.19,101.66,3.66,1.86,166.19,5.42
2017,10,18,20.7,12.3,16.5,21.57,13.59,27.86,14.26,9.03,63.69,0.0,5.5,169.38,101.16,3.98,2.91,167.56,5.83
2017,10,19,21.64,12.01,16.83,22.26,12.45,28.16,15.71,8.91,59.19,0.04,5.59,167.94,100.75,5.12,4.16,166.31,7.18
2017,10,20,20.44,16.7,18.57,20.74,5.61,23.67,18.06,11.96,80.38,10.57,6.74,113.5,100.87,2.55,4.14,112.44,3.64
2017,10,21,20.6,16.9,18.75,21.69,7.77,25.37,17.59,11.9,81.06,2.03,3.08,159.44,101.39,2.38,1.55,160.06,3.24
2017,10,22,20.54,16.07,18.3,21.18,8.05,25.26,17.2,11.29,77.19,0.63,5.47,290.38,101.42,5.41,4.95,290.62,7.22
2017,10,23,19.17,11.82,15.49,19.83,4.3,21.67,17.37,8.61,63.06,0.18,5.65,314.31,101.23,10.29,6.09,314.06,13.12
2017,10,24,18.86,10.87,14.87,19.55,6.2,22.44,16.23,8.06,60.88,0.07,3.41,331.94,101.25,7.38,4.25,331.88,9.84
2017,10,25,18.84,10.51,14.68,19.01,6.97,23.04,16.06,7.87,59.69,0.0,4.22,341.94,101.58,6.57,4.93,342.0,9.43
2017,10,26,18.62,12.01,15.32,18.87,8.7,23.66,14.97,8.61,67.5,0.0,5.91,252.5,102.0,3.2,3.27,252.81,4.31
2017,10,27,18.77,12.87,15.82,19.12,12.55,25.21,12.67,9.28,72.06,0.05,9.58,281.75,101.55,5.59,7.16,281.75,7.2
2017,10,28,19.73,14.84,17.29,20.15,7.22,23.21,15.99,10.44,73.94,0.29,8.52,325.19,101.13,6.88,6.72,325.12,8.91
2017,10,29,19.05,13.3,16.17,19.41,7.15,23.12,15.98,9.52,71.44,0.04,6.64,293.31,101.13,7.47,7.02,293.06,10.13
2017,10,30,19.02,13.85,16.44,19.57,8.6,24.35,15.75,9.83,74.19,0.01,4.51,289.81,100.88,6.07,4.86,289.44,8.27
2017,10,31,18.57,13.24,15.9,19.26,9.48,24.12,14.64,9.4,74.0,0.01,3.95,206.75,101.25,2.43,2.34,209.12,3.35
2017,11,1,18.44,13.86,16.15,19.01,8.31,23.3,14.98,9.77,77.19,0.31,1.85,229.88,101.47,1.98,1.12,216.5,2.61
2017,11,2,18.6,13.86,16.23,19.13,10.7,24.79,14.08,9.83,77.5,0.1,5.85,156.94,101.47,3.23,3.43,154.81,4.61
2017,11,3,19.51,9.21,14.36,19.22,15.44,28.61,13.17,7.39,56.5,0.0,5.54,197.25,100.94,2.18,3.17,199.19,3.09
2017,11,4,20.04,12.6,16.32,19.26,11.84,27.27,15.43,9.4,66.62,0.13,8.54,167.0,100.83,3.41,5.64,151.31,4.7
2017,11,5,19.44,15.23,17.33,19.68,8.86,24.87,16.01,10.8,79.12,0.95,3.57,266.06,100.74,3.82,1.94,265.31,5.7
2017,11,6,15.2,10.72,12.96,16.03,5.77,17.87,12.11,8.06,75.0,8.98,3.18,297.94,100.59,6.4,3.61,297.44,8.67
2017,11,7,14.12,8.3,11.21,15.09,6.21,17.4,11.19,6.84,69.25,1.17,4.38,269.0,100.79,7.77,5.4,267.62,10.31
2017,11,8,16.63,9.03,12.83,16.48,6.38,20.35,13.98,7.08,61.69,0.05,10.49,284.56,101.29,4.09,7.83,284.12,5.54
2017,11,9,16.3,8.82,12.56,16.44,12.02,22.73,10.72,7.08,64.88,0.04,7.06,215.75,101.08,2.97,4.59,214.12,4.12
2017,11,10,15.55,10.15,12.85,16.07,4.35,18.13,13.79,7.69,71.12,0.14,4.04,328.62,101.02,5.37,3.62,328.38,7.47
2017,11,11,15.6,11.12,13.36,16.13,5.62,19.01,13.39,8.24,75.69,0.1,2.45,338.12,100.76,6.12,4.38,338.06,8.79
2017,11,12,16.23,11.87,14.05,16.53,6.63,19.73,13.09,8.67,76.19,1.12,4.76,317.69,100.7,7.05,5.74,317.62,9.77
2017,11,13,15.23,9.98,12.61,15.62,6.58,18.41,11.83,7.81,71.62,3.14,2.37,288.81,99.99,7.32,3.7,287.75,9.8
2017,11,14,12.47,7.8,10.13,13.42,3.7,14.83,11.14,6.65,73.75,8.08,3.16,306.75,99.9,6.59,4.25,305.25,8.94
2017,11,15,13.78,10.29,12.04,14.22,3.4,15.04,11.63,7.81,79.56,10.51,4.89,317.0,100.3,7.73,5.3,316.0,10.31
2017,11,16,13.8,10.11,11.95,13.92,4.73,16.44,11.71,7.69,78.75,1.51,2.54,330.69,100.83,4.84,2.39,330.69,7.21
2017,11,17,14.43,10.31,12.37,14.65,6.54,18.26,11.73,7.75,77.5,0.03,3.07,309.44,100.96,6.41,4.66,309.06,9.32
2017,11,18,14.83,10.51,12.67,15.15,6.82,18.84,12.01,7.87,76.38,0.13,2.1,304.44,101.02,5.22,2.58,304.44,7.82
2017,11,19,15.44,10.49,12.97,15.98,5.07,18.77,13.7,7.87,73.25,0.12,3.56,296.38,101.17,6.48,3.8,296.0,8.82
2017,11,20,15.59,9.83,12.71,15.73,5.75,18.55,12.8,7.51,69.25,0.01,5.34,305.12,101.51,6.2,4.2,305.12,8.62
2017,11,21,15.4,9.98,12.69,15.52,8.27,20.46,12.19,7.57,71.94,0.0,3.79,282.06,101.57,3.08,2.67,281.81,4.34
2017,11,22,13.73,6.23,9.98,13.76,12.95,21.73,8.77,5.92,65.0,0.0,7.09,188.0,101.34,3.55,4.15,187.81,5.1
2017,11,23,13.3,5.96,9.63,13.28,8.86,18.21,9.35,5.8,62.88,0.0,6.66,208.12,101.25,2.69,3.89,206.75,3.84
2017,11,24,14.68,9.64,12.15,14.19,10.4,20.51,10.12,7.39,73.25,0.01,4.41,280.06,101.54,2.67,3.15,280.75,3.55
2017,11,25,15.08,5.2,10.15,14.55,14.33,23.26,8.93,5.55,56.31,0.0,4.45,222.19,101.34,3.53,2.34,221.5,5.2
2017,11,26,14.95,8.9,11.93,15.15,5.48,17.8,12.32,7.14,68.12,0.71,5.93,305.06,101.47,8.14,6.16,304.69,10.88
2017,11,27,13.19,6.23,9.71,13.87,3.41,15.33,11.91,5.86,63.12,0.23,6.9,312.19,101.77,8.34,6.55,312.0,11.0
2017,11,28,12.56,5.87,9.22,13.12,7.56,16.98,9.41,5.74,65.12,0.02,6.17,241.19,101.39,3.48,3.31,240.38,5.14
2017,11,29,15.17,7.64,11.4,15.29,14.61,23.8,9.19,6.59,62.56,0.0,5.23,221.69,100.23,5.12,3.54,220.44,7.63
2017,11,30,13.23,9.26,11.24,13.86,5.97,15.9,9.93,7.32,77.38,14.5,4.31,237.88,100.14,4.97,3.2,252.31,6.71
2017,12,1,10.86,5.57,8.22,11.56,7.03,14.61,7.58,5.68,71.31,4.75,3.73,311.81,100.52,4.24,3.8,311.94,5.91
2017,12,2,8.49,4.21,6.35,9.43,5.36,11.61,6.25,5.13,75.31,2.86,6.7,249.75,100.42,7.06,6.98,248.75,9.77
2017,12,3,9.31,5.6,7.45,10.46,6.09,12.57,6.48,5.62,78.75,2.43,3.89,258.81,101.26,6.31,3.45,257.12,8.7
2017,12,4,11.41,5.83,8.62,11.89,4.41,14.16,9.76,5.68,69.25,0.9,6.65,309.94,102.1,8.34,7.27,309.38,11.36
2017,12,5,11.73,7.31,9.51,12.01,5.07,15.03,9.97,6.23,74.81,0.34,4.08,334.94,102.72,3.91,3.66,334.94,5.73
2017,12,6,12.45,6.11,9.28,11.36,5.99,16.24,10.25,5.74,66.12,0.02,2.19,77.25,102.84,1.46,1.56,76.94,1.85
2017,12,7,10.62,4.94,7.78,10.4,9.5,15.74,6.25,5.31,69.81,0.0,3.54,192.31,102.61,2.27,1.97,192.69,3.05
2017,12,8,10.77,4.85,7.81,10.87,11.21,17.09,5.88,5.31,69.38,0.0,3.13,236.94,101.95,3.2,2.3,235.81,4.52
2017,12,9,10.82,6.55,8.68,11.11,7.01,15.01,8.0,6.04,75.56,0.91,3.85,281.62,101.35,6.04,4.68,281.0,8.75
2017,12,10,11.75,6.54,9.14,12.49,6.73,15.99,9.26,5.98,71.38,0.02,7.29,242.31,101.33,4.16,5.12,241.5,6.1
2017,12,11,12.41,6.19,9.3,12.84,13.28,20.54,7.26,5.92,68.06,0.0,2.2,191.62,100.37,6.94,1.77,190.19,9.28
2017,12,12,12.83,5.28,9.05,12.76,13.2,21.01,7.81,5.55,62.31,0.0,4.08,200.62,100.75,4.72,3.5,198.94,6.79
2017,12,13,12.67,10.08,11.37,12.62,6.16,15.4,9.24,7.63,85.0,0.46,5.55,291.19,101.63,5.2,5.48,290.75,7.67
2017,12,14,10.52,5.68,8.1,10.82,8.8,16.45,7.65,5.68,75.19,0.01,3.19,256.12,101.53,4.42,2.76,256.0,6.24
2017,12,15,11.91,6.34,9.13,11.97,14.37,20.19,5.83,6.16,72.25,0.1,2.8,250.31,100.51,4.31,2.3,250.19,6.71
2017,12,16,12.21,9.36,10.78,12.36,3.22,13.54,10.32,7.39,83.0,6.97,7.4,314.44,100.49,4.62,5.02,313.75,6.74
2017,12,17,10.95,4.97,7.96,11.46,4.11,13.26,9.15,5.37,67.19,0.5,3.17,298.69,101.38,8.09,4.02,297.81,10.92
2017,12,18,10.26,5.32,7.8,10.78,4.99,13.28,8.29,5.49,72.25,1.04,7.19,307.56,101.71,4.61,4.68,307.0,6.62
2017,12,19,9.34,4.8,7.07,9.69,6.42,13.08,6.65,5.25,74.31,0.43,2.38,125.0,101.9,3.02,1.98,124.94,4.12
2017,12,20,10.26,4.33,7.3,9.73,6.26,13.95,7.69,5.13,67.38,0.06,1.92,33.38,101.95,3.2,1.67,33.56,4.34
2017,12,21,9.84,5.67,7.76,10.06,3.48,11.8,8.32,5.62,75.38,4.83,5.08,39.94,101.92,5.66,3.54,39.81,8.49
2017,12,22,12.06,6.15,9.1,12.21,4.62,14.69,10.07,5.8,67.75,0.21,2.39,333.88,101.97,7.93,3.88,333.31,10.85
2017,12,23,12.4,7.44,9.92,11.99,7.12,16.59,9.48,6.35,74.0,0.09,5.14,216.56,102.18,5.35,3.69,216.88,7.95
2017,12,24,11.73,8.62,10.17,11.27,8.38,17.15,8.77,6.84,83.06,0.02,2.39,314.19,102.52,3.7,2.72,314.56,5.12
2017,12,25,10.66,5.87,8.26,10.46,10.61,17.1,6.49,5.68,75.88,0.01,4.46,209.94,102.16,3.16,2.27,209.56,4.41
2017,12,26,9.94,5.31,7.63,10.38,11.17,16.56,5.4,5.49,75.88,0.02,4.23,250.5,101.46,3.88,3.12,249.56,5.51
2017,12,27,10.63,6.83,8.73,10.79,6.59,13.98,7.38,6.29,77.88,6.69,4.38,238.88,100.16,6.63,3.85,237.31,9.38
2017,12,28,11.76,6.46,9.11,11.88,4.61,14.48,9.87,6.04,71.0,1.88,6.54,288.0,100.04,7.8,6.22,287.06,10.93
2017,12,29,12.15,6.85,9.5,12.47,4.07,14.4,10.33,6.16,71.38,1.26,7.8,306.81,100.9,8.56,7.68,306.44,11.48
2017,12,30,14.77,10.94,12.85,14.6,8.45,19.09,10.65,8.06,79.31,0.28,5.32,292.44,101.65,8.55,5.44,291.75,11.52
2017,12,31,14.65,10.7,12.67,13.69,8.84,19.37,10.53,8.0,79.12,0.32,10.12,251.94,101.76,3.85,7.16,251.69,5.53
2018,1,1,12.56,8.48,10.52,12.42,6.09,16.0,9.9,6.84,77.06,0.25,9.8,278.88,101.7,8.07,8.82,278.25,11.07
2018,1,2,12.96,8.08,10.51,13.03,6.97,16.07,9.1,6.65,73.94,0.25,7.66,297.44,101.56,10.46,6.91,296.88,13.73
2018,1,3,15.18,11.98,13.58,14.98,6.05,19.13,13.08,8.61,82.44,0.26,3.56,290.69,101.63,9.23,3.8,290.06,12.18
2018,1,4,15.29,12.51,13.9,15.13,6.77,19.67,12.9,8.97,84.81,0.03,5.72,282.75,101.33,9.46,5.5,281.88,12.39
2018,1,5,14.37,10.67,12.52,13.8,9.46,20.33,10.87,8.0,80.69,0.01,7.27,232.88,100.9,4.46,5.04,232.56,6.34
2018,1,6,13.15,5.61,9.38,12.83,15.4,22.44,7.05,5.74,63.69,0.0,7.11,188.5,100.33,5.0,4.8,187.12,7.36
2018,1,7,12.06,7.05,9.55,11.97,7.62,15.94,8.31,6.47,73.5,0.0,0.95,153.69,100.34,6.92,1.2,153.38,9.3
2018,1,8,13.02,9.4,11.21,12.33,5.12,16.26,11.14,7.39,80.0,0.23,6.49,182.44,100.71,5.05,4.8,181.31,7.31
2018,1,9,12.05,9.33,10.69,11.54,5.75,14.99,9.23,7.26,83.94,0.14,3.8,256.12,101.32,3.41,2.97,255.94,5.01
2018,1,10,11.54,6.9,9.22,11.34,8.37,16.29,7.92,6.16,75.25,0.01,5.67,287.31,101.27,3.62,3.2,287.38,5.28
2018,1,11,11.07,7.58,9.33,11.35,6.91,14.94,8.02,6.53,80.19,3.16,7.42,259.31,100.71,7.41,7.41,258.19,10.13
2018,1,12,11.08,8.9,9.99,11.44,4.24,12.89,8.65,7.08,86.44,29.21,3.68,298.12,100.56,8.42,3.19,297.0,10.89
2018,1,13,11.41,7.67,9.54,11.26,7.01,14.77,7.76,6.47,78.75,4.61,7.67,298.12,101.38,5.91,5.83,298.19,7.9
2018,1,14,10.58,5.2,7.89,10.12,9.27,16.17,6.9,5.49,71.75,0.02,5.27,245.81,101.36,2.95,3.58,246.0,4.11
2018,1,15,11.94,5.12,8.53,11.0,8.5,16.8,8.3,5.43,65.19,0.02,3.36,198.31,101.66,1.9,2.21,197.94,2.45
2018,1,16,10.88,8.02,9.45,10.95,9.02,16.3,7.27,6.65,83.0,0.04,5.59,267.5,101.84,5.69,5.14,266.94,8.07
2018,1,17,11.69,7.76,9.73,11.96,10.77,18.07,7.3,6.53,78.19,0.01,5.66,285.38,101.31,7.66,5.53,284.56,10.48
2018,1,18,11.26,6.12,8.69,11.1,7.94,15.19,7.26,5.8,71.75,0.0,9.38,303.31,101.7,4.68,6.16,303.56,6.61
2018,1,19,9.97,6.09,8.03,10.4,11.42,16.4,4.97,5.86,78.88,0.0,5.8,261.88,101.05,2.54,3.31,261.06,3.65
2018,1,20,12.57,7.89,10.23,12.54,6.37,15.81,9.44,6.59,74.31,0.01,6.17,326.5,101.05,7.62,6.77,326.25,10.56
2018,1,21,14.77,10.48,12.63,14.67,7.36,18.76,11.39,7.87,76.19,0.04,11.32,295.88,100.87,12.0,9.64,294.88,15.66
2018,1,22,15.33,11.58,13.46,15.26,4.13,17.69,13.55,8.42,78.81,0.04,3.32,304.88,101.26,11.63,3.24,304.25,14.99
2018,1,23,14.2,10.94,12.58,14.26,4.54,16.89,12.34,8.06,81.62,0.02,5.89,304.69,101.57,8.3,6.34,304.44,11.0
2018,1,24,12.78,9.44,11.11,13.22,7.61,17.27,9.66,7.26,81.5,0.01,6.55,211.31,102.18,2.61,3.42,210.31,3.95
2018,1,25,12.08,7.21,9.65,12.21,12.3,19.26,6.95,6.29,74.81,0.0,4.88,168.0,101.85,4.96,3.74,167.12,7.2
2018,1,26,11.83,7.71,9.77,11.94,12.41,18.9,6.49,6.53,78.44,0.0,8.24,214.88,101.25,3.52,5.87,213.25,4.71
2018,1,27,12.81,9.42,11.12,12.47,8.8,18.26,9.47,7.26,81.75,0.14,7.9,146.94,101.66,3.43,5.07,146.81,5.02
2018,1,28,12.36,9.42,10.89,12.26,8.66,17.26,8.61,7.2,82.5,0.05,3.14,125.12,102.55,3.15,1.84,124.69,4.59
2018,1,29,12.29,7.94,10.12,11.89,6.68,16.33,9.65,6.53,76.81,0.02,3.35,142.31,102.68,1.54,2.18,138.31,2.06
2018,1,30,10.91,6.62,8.77,11.17,11.65,17.59,5.94,5.98,77.56,0.0,4.38,178.81,102.36,2.7,2.95,180.75,3.77
2018,1,31,11.24,6.24,8.74,11.02,12.44,18.27,5.83,5.86,75.12,0.0,8.28,184.88,101.83,2.64,4.87,185.0,3.77
2018,2,1,11.12,6.62,8.87,11.23,10.73,17.18,6.45,6.1,75.12,0.62,5.51,198.88,100.72,4.42,3.67,197.0,6.6
2018,2,2,14.47,9.07,11.77,14.3,12.79,21.41,8.62,7.26,72.44,0.15,5.23,211.25,99.91,6.3,4.77,209.62,9.09
2018,2,3,10.81,5.9,8.35,11.35,5.98,13.6,7.62,5.86,73.19,0.47,4.19,281.44,100.38,6.34,5.04,280.69,8.67
2018,2,4,9.55,3.8,6.68,10.41,9.19,14.73,5.55,4.94,69.62,0.01,8.24,225.5,100.96,3.35,4.98,224.75,5.27
2018,2,5,9.98,5.84,7.91,10.37,10.38,15.9,5.54,5.8,78.0,0.8,3.16,166.25,100.75,4.95,2.59,165.69,7.44
2018,2,6,10.43,3.17,6.8,10.89,14.17,18.12,3.94,4.94,63.81,0.24,5.81,208.06,100.02,4.53,3.24,206.12,6.88
2018,2,7,9.55,6.38,7.97,10.19,8.43,13.67,5.25,6.04,82.0,2.93,6.34,262.94,100.31,7.05,6.2,261.81,9.62
2018,2,8,10.23,4.94,7.58,10.34,8.02,14.53,6.51,5.37,71.38,0.17,6.78,229.06,101.09,2.87,3.4,228.44,4.23
2018,2,9,9.23,5.05,7.14,9.65,8.02,13.73,5.71,5.49,76.94,2.28,6.92,262.56,100.72,3.4,4.56,262.31,4.62
2018,2,10,9.8,6.19,8.0,10.21,4.26,12.43,8.17,5.92,78.88,1.55,3.19,313.0,100.32,6.27,4.18,312.62,8.94
2018,2,11,10.37,5.44,7.9,10.93,4.32,13.13,8.81,5.55,72.44,1.47,1.91,298.5,100.82,7.23,2.85,297.88,9.75
